medcode,ca_excl
289262014,1
289450012,1
289257013,1
2475564017,1
288787012,1
288784017,1
155641018,1
289348017,1
289223017,1
289234019,1
289561018,1
289571016,1
288454012,1
457110018,1
720761000006115,1
288460012,1
289446017,1
720791000006111,1
720801000006112,1
288372017,1
288363013,1
288377011,1
288350019,1
288364019,1
288362015,1
1228504019,1
288351015,1
288819011,1
288820017,1
403688010,1
288821018,1
288602012,1
289142014,1
289144010,1
720951000006119,1
720961000006117,1
289276010,1
289294016,1
720991000006113,1
1786811017,1
289281018,1
289204012,1
289166015,1
721041000006111,1
721051000006113,1
289208010,1
289207017,1
721481000006111,1
155669014,1
288429012,1
288407013,1
720341000006115,1
288888010,1
288453018,1
288468017,1
288775017,1
155675017,1
155677013,1
403701012,1
288578017,1
288896017,1
155681013,1
720451000006113,1
720461000006110,1
720471000006115,1
720481000006117,1
720491000006119,1
720501000006110,1
720511000006113,1
720521000006117,1
720531000006119,1
288964014,1
288478019,1
720011000006116,1
720561000006111,1
720571000006116,1
720581000006118,1
720591000006115,1
288790018,1
1219537012,1
289280017,1
720631000006115,1
289147015,1
289175018,1
288670017,1
288764016,1
1217367011,1
1219533011,1
1217360013,1
1219468014,1
719931000006113,1
1219467016,1
1215862010,1
1219538019,1
1219540012,1
1219535016,1
1219534017,1
720001000006119,1
720021000006112,1
720031000006110,1
720041000006117,1
720051000006115,1
881291000006118,1
289566011,1
289849019,1
1219531013,1
289867014,1
720161000006119,1
445587010,1
2549374014,1
380059013,1
414253015,1
123978016,1
716871000006112,1
289786012,1
289789017,1
289785011,1
716911000006110,1
289787015,1
289784010,1
289791013,1
289790014,1
289783016,1
2872860018,1
1815301000006117,1
2870725010,1
289949018,1
698821000006119,1
880161000006114,1
880191000006118,1
880171000006119,1
880181000006116,1
880151000006112,1
880201000006115,1
990551000006111,1
103180017,1
173941016,1
174532014,1
705211000006111,1
1815061000006118,1
289919015,1
289917018,1
880881000006113,1
880891000006111,1
880901000006110,1
289933015,1
414252013,1
1815261000006114,1
344820010,1
695561000006118,1
880801000006116,1
297584015,1
2663191017,1
289739013,1
157071014,1
157072019,1
157073012,1
157075017,1
683691000006113,1
289738017,1
157081013,1
683721000006115,1
289727017,1
1815691000006116,1
289892012,1
880851000006117,1
880861000006115,1
880871000006110,1
289912012,1
157091019,1
289905015,1
683191000006119,1
344819016,1
289974015,1
682691000006117,1
144849016,1
2168431000000112,1
673611000006113,1
289726014,1
157686016,1
157687013,1
157688015,1
289721016,1
289718018,1
673681000006118,1
157692010,1
157693017,1
289717011,1
1815051000006115,1
587201000006115,1
853831000006113,1
2168861000000117,1
2839871014,1
1773131000006117,1
1815451000006113,1
1216486011,1
2870704010,1
312137011,1
2164653019,1
39671000006114,1
289955011,1
289959017,1
1815091000006114,1
289873010,1
289971011,1
289881011,1
289888017,1
289565010,1
289713010,1
403700013,1
1815431000006118,1
289926015,1
289930017,1
289907011,1
289911017,1
1815491000006119,1
880541000006116,1
880551000006119,1
289934014,1
289960010,1
289613017,1
1815231000006117,1
289813015,1
247091000006118,1
173816012,1
414849013,1
2659756011,1
444773019,1
201743012,1
451430017,1
225051000006119,1
1234144017,1
342851019,1
288690014,1
1815421000006116,1
157732017,1
288692018,1
1773111000006111,1
454091013,1
411399019,1
202801000006110,1
2168671000000111,1
2168661000000116,1
379089019,1
177051000006111,1
1211679013,1
169581000006112,1
289590012,1
157745018,1
157746017,1
157747014,1
289585014,1
289582012,1
169651000006115,1
157751011,1
157752016,1
289581017,1
289614011,1
379315011,1
380093012,1
1815251000006112,1
457319014,1
380180017,1
457318018,1
2168831000000110,1
146651000006118,1
289749011,1
289743012,1
289746016,1
289742019,1
289744018,1
289741014,1
146721000006119,1
289748015,1
146741000006114,1
289740010,1
638841000000113,1
638721000000113,1
638821000000118,1
1815461000006110,1
1773121000006115,1
139571000006117,1
18484012,1
1773141000006110,1
289968015,1
289880012,1
289924017,1
289901012,1
289980011,1
1815391000006112,1
2872133010,1
414151014,1
344657018,1
207325017,1
289948014,1
879691000006112,1
931991000006113,1
344806015,1
2168481000000111,1
81401000006110,1
81411000006113,1
81421000006117,1
81431000006119,1
81441000006112,1
81451000006114,1
81461000006111,1
81471000006116,1
81481000006118,1
82041000006113,1
2168841000000118,1
293380012,1
1847541000006113,1
261676014,1
291374012,1
291327015,1
1233222010,1
1228268017,1
310861000006116,1
312621000006112,1
313711000006115,1
316291000006113,1
316301000006114,1
291348018,1
359271000006110,1
359281000006113,1
359291000006111,1
292165015,1
425771000006113,1
425781000006111,1
260992011,1
880571000006112,1
450901012,1
543041000006111,1
880761000006113,1
988761000006118,1
403704016,1
287014015,1
739801000006115,1
459378019,1
1803781000006110,1
459399016,1
1803771000006112,1
732441000006113,1
353772013,1
704711000006119,1
881301000006117,1
216227011,1
219181000006119,1
157481000006111,1
157491000006114,1
157501000006118,1
157511000006115,1
157521000006111,1
157531000006114,1
157541000006116,1
157551000006119,1
157561000006117,1
157571000006112,1
157581000006110,1
157591000006113,1
157601000006117,1
157611000006119,1
157621000006110,1
157631000006113,1
157641000006115,1
157651000006118,1
157661000006116,1
157671000006111,1
157681000006114,1
157691000006112,1
157701000006112,1
157711000006110,1
157721000006119,1
157731000006116,1
157741000006114,1
157751000006111,1
157761000006113,1
157771000006118,1
157781000006115,1
157791000006117,1
157801000006116,1
157811000006118,1
157821000006114,1
157831000006112,1
157841000006119,1
157851000006117,1
157861000006115,1
157871000006110,1
157881000006113,1
157891000006111,1
157901000006110,1
157911000006113,1
157921000006117,1
157931000006119,1
157941000006112,1
157951000006114,1
157961000006111,1
157971000006116,1
406333010,1
880691000006112,1
880731000006116,1
880721000006119,1
880661000006116,1
988741000006117,1
880701000006112,1
880681000006114,1
880671000006111,1
880751000006111,1
880741000006114,1
880711000006110,1
289554017,1
511385013,1
380206018,1
380193010,1
151101000006116,1
151111000006118,1
151121000006114,1
151131000006112,1
151141000006119,1
151151000006117,1
155711012,1
155773015,1
1235814012,1
155879014,1
289546019,1
289549014,1
511250010,1
289553011,1
155967013,1
156007019,1
289557012,1
156169017,1
156231017,1
156237018,1
151321000006111,1
156291015,1
151331000006114,1
1815011000006116,1
156319016,1
156375015,1
289530010,1
289550014,1
289515018,1
289559010,1
151401000006110,1
406266011,1
151421000006117,1
289536016,1
289535017,1
156493015,1
156557015,1
1235875018,1
156585018,1
156607018,1
156627017,1
1215809015,1
156777013,1
289545015,1
156699010,1
156719018,1
289538015,1
289543010,1
156747019,1
289542017,1
156765015,1
151621000006119,1
156825010,1
156883018,1
156919012,1
409845013,1
156973018,1
156977017,1
156989015,1
156997010,1
157025019,1
880611000006119,1
880581000006110,1
880621000006110,1
880601000006117,1
880631000006113,1
880641000006115,1
880591000006113,1
880651000006118,1
152611000006116,1
