medcode,ca_excl
317191000006118,1
317201000006115,1
291480015,1
291476013,1
1232439019,1
317341000006113,1
317351000006110,1
317361000006112,1
317411000006116,1
317421000006112,1
317431000006110,1
1222303015,1
291560018,1
317571000006112,1
317611000006119,1
291451012,1
457307018,1
317651000006118,1
291363015,1
317691000006112,1
291364014,1
317731000006116,1
1216442018,1
1220820016,1
317821000006114,1
291398017,1
291396018,1
317901000006110,1
318001000006113,1
291344016,1
318051000006112,1
318081000006116,1
318101000006112,1
291434017,1
318171000006118,1
318191000006117,1
318211000006116,1
318231000006110,1
318261000006118,1
907331000006114,1
907341000006116,1
908781000006110,1
907091000006110,1
907361000006117,1
907121000006114,1
907401000006110,1
907391000006113,1
907041000006118,1
906971000006110,1
907001000006115,1
907371000006112,1
907351000006119,1
907061000006119,1
907101000006116,1
907271000006115,1
907381000006110,1
907111000006118,1
907281000006117,1
907261000006110,1
340421000006119,1
340471000006118,1
340471000006118,1
340491000006117,1
340511000006111,1
1216381019,1
340541000006110,1
340561000006114,1
292191019,1
292127010,1
292136014,1
292128017,1
396091000006118,1
396111000006110,1
396121000006119,1
396131000006116,1
396161000006113,1
396171000006118,1
292118014,1
396191000006117,1
292111015,1
292137017,1
292105018,1
292099015,1
292156010,1
396251000006115,1
292142013,1
292138010,1
396281000006111,1
292102015,1
396301000006110,1
292146011,1
292143015,1
292110019,1
292152012,1
292121011,1
292158011,1
292132011,1
396381000006118,1
292120012,1
292154013,1
292148012,1
292147019,1
292139019,1
292135013,1
292166019,1
396461000006117,1
396471000006112,1
396481000006110,1
396491000006113,1
396501000006117,1
396511000006119,1
396521000006110,1
396531000006113,1
396541000006115,1
396551000006118,1
396561000006116,1
396571000006111,1
396581000006114,1
396591000006112,1
396601000006116,1
396611000006118,1
396621000006114,1
396631000006112,1
396641000006119,1
396651000006117,1
292116013,1
398291000006110,1
403762019,1
292126018,1
400011000006119,1
406154013,1
404441000006117,1
404801000006116,1
405081000006118,1
292169014,1
292185016,1
292177013,1
292175017,1
292181013,1
292178015,1
292100011,1
292101010,1
292182018,1
292174018,1
292173012,1
292170010,1
292193016,1
456641000006119,1
476225016,1
289964018,1
509741017,1
414220013,1
2534415018,1
1815651000006110,1
344846014,1
201612010,1
2124991000000117,1
2872264019,1
458201000006115,1
133678011,1
2532080014,1
459741000006115,1
1773151000006112,1
933251000006113,1
289885019,1
1815601000006111,1
289884015,1
289928019,1
289908018,1
451077018,1
380137014,1
1815321000006110,1
2168491000000113,1
2534468012,1
288761012,1
474604011,1
414160018,1
414008012,1
414248013,1
1815401000006114,1
260879014,1
517421000000115,1
2280371000000117,1
2663190016,1
289612010,1
289605018,1
289608016,1
289604019,1
289606017,1
289603013,1
527801000006112,1
289611015,1
289610019,1
289602015,1
1215905010,1
880771000006118,1
988751000006115,1
880511000006115,1
879911000006113,1
1228541018,1
1222170010,1
880081000006117,1
880141000006110,1
880321000006118,1
880341000006113,1
880271000006114,1
880331000006115,1
990571000006118,1
880291000006110,1
880311000006114,1
880281000006112,1
880301000006111,1
1222167011,1
880521000006111,1
880361000006112,1
880371000006117,1
1228539019,1
880441000006117,1
1490770018,1
531851000006119,1
1222169014,1
879971000006116,1
880501000006118,1
879821000006114,1
879711000006110,1
1228537017,1
879951000006114,1
880481000006111,1
880471000006113,1
880491000006114,1
1494921019,1
880021000006116,1
1228557018,1
1222176016,1
879811000006118,1
879731000006116,1
1235891015,1
879931000006119,1
879961000006111,1
880131000006117,1
880071000006115,1
1216078017,1
879701000006112,1
880061000006110,1
1216077010,1
879721000006119,1
1222189010,1
880411000006116,1
1494922014,1
880431000006110,1
1222168018,1
1228543015,1
879891000006111,1
879921000006117,1
1222177013,1
1228540017,1
880561000006117,1
880241000006118,1
880211000006117,1
880251000006116,1
990561000006113,1
880221000006113,1
880231000006111,1
880091000006119,1
1228542013,1
880531000006114,1
880041000006111,1
880031000006118,1
1228538010,1
880111000006111,1
880051000006113,1
1216076018,1
880391000006116,1
990581000006115,1
880421000006112,1
1877231000006117,1
1488798019,1
841331000006115,1
1228570010,1
1488772013,1
533321000006119,1
880461000006118,1
880381000006119,1
880261000006119,1
380139012,1
535221000006113,1
880351000006110,1
380094018,1
380129018,1
537051000006118,1
380092019,1
403771011,1
380095017,1
380211016,1
379088010,1
380110012,1
543111000006111,1
543481000006111,1
289903010,1
289184018,1
552661000006114,1
289895014,1
554641000006115,1
289967013,1
555131000006118,1
2168681000000113,1
201652012,1
289923011,1
201656010,1
289900013,1
1815631000006115,1
474077018,1
289898011,1
84190018,1
35572018,1
3704012,1
27148012,1
2233381000000115,1
2233421000000112,1
2233461000000116,1
573611000006118,1
1815221000006115,1
1815331000006113,1
1937971000006115,1
413089014,1
201658011,1
2901912012,1
198006010,1
621041000006116,1
444799014,1
1219545019,1
1668101000000112,1
621071000006112,1
289812013,1
621091000006113,1
289799010,1
289801013,1
414298014,1
1815371000006111,1
651081000006111,1
274480013,1
2532159017,1
1815131000006111,1
2534467019,1
288762017,1
1815151000006116,1
1815161000006119,1
1815171000006114,1
1815181000006112,1
2124491000000113,1
2124511000000117,1
763421000006116,1
763431000006118,1
414278016,1
451429010,1
414257019,1
799181000006112,1
1490806016,1
1488634012,1
1490807013,1
175996013,1
1755801000006118,1
1755811000006115,1
1755821000006111,1
289904016,1
1591211000006111,1
342834014,1
342807011,1
2872841013,1
459527013,1
1728161000006116,1
289921013,1
2659772015,1
824231000006111,1
1815031000006110,1
1815101000006115,1
2663377018,1
2663473018,1
289702012,1
826121000006114,1
289706010,1
289709015,1
289705014,1
826171000006110,1
826181000006113,1
289704013,1
289711012,1
289710013,1
289703019,1
2663187010,1
289701017,1
289699017,1
826261000006110,1
2663461018,1
289679011,1
154798010,1
289670010,1
1220414014,1
289669014,1
154811011,1
289660013,1
2663476014,1
826361000006117,1
289638010,1
289632011,1
154837014,1
154838016,1
289633018,1
289629013,1
289637017,1
154846015,1
289628017,1
826461000006111,1
826471000006116,1
826481000006118,1
826491000006115,1
826501000006111,1
826511000006114,1
826521000006118,1
289680014,1
826541000006113,1
826551000006110,1
826561000006112,1
826571000006117,1
826581000006119,1
826591000006116,1
826601000006112,1
826611000006110,1
826621000006119,1
826631000006116,1
826641000006114,1
826651000006111,1
826661000006113,1
826671000006118,1
826681000006115,1
826691000006117,1
289627010,1
289621011,1
289624015,1
289618014,1
826741000006115,1
826751000006118,1
289626018,1
154859011,1
289616013,1
2663376010,1
289648012,1
154862014,1
154863016,1
154864010,1
289643015,1
289640017,1
826861000006114,1
289647019,1
154872012,1
289639019,1
826901000006119,1
826911000006116,1
826921000006112,1
826931000006110,1
826941000006117,1
826951000006115,1
826961000006118,1
289659015,1
289657018,1
826991000006114,1
881221000006115,1
289288012,1
880811000006118,1
411516014,1
289874016,1
2871720012,1
344818012,1
173950019,1
755631000006110,1
173946014,1
173944012,1
289008015,1
755671000006113,1
457317011,1
1773161000006114,1
745971000006116,1
289780018,1
154080016,1
154081017,1
154082012,1
746021000006112,1
746031000006110,1
746041000006117,1
154089015,1
154090012,1
289776011,1
880921000006117,1
988791000006114,1
880911000006113,1
880941000006112,1
880971000006116,1
880931000006119,1
880951000006114,1
289972016,1
289963012,1
880961000006111,1
746301000006117,1
746311000006119,1
747131000006114,1
747141000006116,1
744991000006119,1
745001000006114,1
745011000006112,1
289773015,1
510217015,1
510218013,1
289769018,1
289756017,1
879681000006114,1
733371000006119,1
289875015,1
880981000006118,1
988781000006111,1
880781000006115,1
988771000006113,1
2168691000000110,1
1815071000006113,1
2870724014,1
344670010,1
403710016,1
289876019,1
880821000006114,1
880831000006112,1
880841000006119,1
289889013,1
50949017,1
126918018,1
94699019,1
110346017,1
289591011,1
289580016,1
731621000006113,1
289601010,1
289595019,1
289598017,1
289594015,1
289596018,1
289593014,1
731691000006110,1
289600011,1
289599013,1
289592016,1
730491000006117,1
730001000006117,1
730011000006119,1
730021000006110,1
730031000006113,1
730241000006113,1
730251000006110,1
729281000006113,1
729291000006111,1
729301000006112,1
729311000006110,1
729321000006119,1
729331000006116,1
729341000006114,1
729351000006111,1
729361000006113,1
729371000006118,1
729381000006115,1
729391000006117,1
729401000006115,1
729411000006117,1
729421000006113,1
729431000006111,1
729441000006118,1
729451000006116,1
729461000006119,1
729471000006114,1
729481000006112,1
729491000006110,1
729501000006119,1
729511000006116,1
729521000006112,1
729531000006110,1
729541000006117,1
729551000006115,1
729561000006118,1
729571000006113,1
729581000006111,1
729591000006114,1
729601000006118,1
730041000006115,1
729611000006115,1
728451000006110,1
728461000006112,1
728471000006117,1
728481000006119,1
728491000006116,1
445586018,1
289754019,1
154183017,1
154184011,1
154185012,1
728571000006118,1
728581000006115,1
728591000006117,1
154192019,1
154193012,1
289750011,1
31698014,1
289826016,1
289829011,1
728721000006111,1
289842011,1
289845013,1
289832014,1
728771000006112,1
728781000006110,1
289831019,1
289847017,1
289846014,1
289830018,1
289820010,1
289793011,1
289781019,1
289052011,1
289012014,1
289028016,1
454085011,1
289029012,1
289030019,1
457109011,1
289017015,1
1694781000006115,1
289011019,1
289014010,1
289013016,1
1235785014,1
1235798017,1
409844012,1
1235786010,1
728201000006110,1
289022015,1
289043019,1
289054012,1
289041017,1
289019017,1
289056014,1
289031015,1
289042012,1
289053018,1
289047018,1
1697891000006116,1
289049015,1
289009011,1
289051016,1
289046010,1
289057017,1
289025018,1
289015011,1
289060012,1
154231019,1
289033017,1
289050015,1
289024019,1
289023013,1
289026017,1
289039018,1
155060012,1
289063014,1
289021010,1
1694771000006118,1
289048011,1
289044013,1
289055013,1
289027014,1
289037016,1
289034011,1
289040016,1
727731000006113,1
289045014,1
2438511000000112,1
2438551000000111,1
2438591000000115,1
2438631000000115,1
2438671000000118,1
2438711000000117,1
2438751000000118,1
2438791000000114,1
2438871000000117,1
2438911000000115,1
2438951000000116,1
727761000006116,1
727771000006111,1
727781000006114,1
727791000006112,1
289987014,1
727811000006111,1
881281000006116,1
988801000006110,1
289441010,1
288597017,1
288792014,1
727841000006110,1
155068017,1
288533015,1
1210553016,1
155072018,1
289406011,1
1210554010,1
727911000006116,1
155076015,1
288414010,1
288430019,1
288423013,1
288506019,1
288509014,1
155078019,1
288443019,1
288552014,1
288561014,1
288653013,1
289271017,1
288685011,1
155085015,1
289413011,1
289419010,1
727281000006117,1
155089014,1
155090017,1
288799017,1
727321000006111,1
288779011,1
289435015,1
289146012,1
289449012,1
289337012,1
727381000006110,1
288411019,1
289275014,1
288717016,1
289246015,1
288647013,1
1210561014,1
289198014,1
403691010,1
288959010,1
288869015,1
288883018,1
2692069010,1
289365014,1
727511000006114,1
727521000006118,1
727531000006115,1
155155010,1
403689019,1
727561000006112,1
1216464010,1
288941012,1
454201010,1
288625013,1
288633014,1
288628010,1
288632016,1
288813012,1
155168019,1
288915018,1
288916017,1
288910011,1
288912015,1
288909018,1
288913013,1
288914019,1
288911010,1
380145016,1
288962013,1
288771014,1
288809017,1
482741013,1
289141019,1
155175018,1
289376013,1
289338019,1
289375012,1
482737014,1
289379018,1
289355015,1
289378014,1
289354016,1
482734019,1
289346018,1
288589012,1
289179012,1
288885013,1
1228493018,1
289182019,1
727151000006117,1
289426010,1
289436019,1
727181000006113,1
289352017,1
289308013,1
155191015,1
1210566016,1
174518012,1
155193017,1
288929017,1
726331000006111,1
403682011,1
726351000006116,1
726361000006119,1
726371000006114,1
288960017,1
288991011,1
288986010,1
288999013,1
288971016,1
288979019,1
288969016,1
288970015,1
288975013,1
288995019,1
289001014,1
288967019,1
288985014,1
288972011,1
288980016,1
289007013,1
288968012,1
289317013,1
726561000006114,1
289188015,1
289361017,1
289339010,1
289192010,1
289187013,1
288894019,1
726631000006118,1
726641000006111,1
289374011,1
289409016,1
288800018,1
289314018,1
155206014,1
288801019,1
155207017,1
174562015,1
473991000000119,1
725951000006112,1
155209019,1
403673017,1
288766019,1
289267015,1
155211011,1
288418013,1
726021000006110,1
288734012,1
289149017,1
289158012,1
289224011,1
726071000006111,1
289171010,1
289172015,1
155218017,1
289173013,1
980021000006113,1
289190019,1
155222010,1
726141000006116,1
451428019,1
288507011,1
155228014,1
1228553019,1
155231010,1
726201000006111,1
288712010,1
289318015,1
1208876015,1
289330014,1
289316016,1
726261000006112,1
726271000006117,1
288485015,1
1228530015,1
1210642019,1
289151018,1
289219013,1
155246015,1
155247012,1
288921019,1
288951013,1
288917014,1
288947011,1
288412014,1
289451011,1
289353010,1
725611000006117,1
288449015,1
288554010,1
288920018,1
288950014,1
288427014,1
155259011,1
482730011,1
719021000006111,1
289189011,1
288644018,1
725711000006113,1
289206014,1
288631011,1
406263015,1
289301019,1
725761000006111,1
725771000006116,1
289341011,1
155269017,1
288508018,1
725811000006116,1
288794010,1
155272012,1
288650011,1
289209019,1
725861000006118,1
288440016,1
403697014,1
288923016,1
725101000006111,1
289425014,1
725121000006118,1
289424013,1
289431012,1
725151000006110,1
288847010,1
288852017,1
288707014,1
725191000006116,1
155287019,1
289347010,1
725221000006111,1
288901015,1
725241000006116,1
288571011,1
289343014,1
725271000006112,1
155294016,1
289442015,1
288694017,1
2475562018,1
288943010,1
288759015,1
155305011,1
288699010,1
2619456011,1
288697012,1
288698019,1
289437011,1
289311014,1
155308013,1
288727010,1
289193017,1
289195012,1
289428011,1
725451000006118,1
288470014,1
288510016,1
289299014,1
289285010,1
482690017,1
289210012,1
482691018,1
724721000006116,1
289327019,1
289322013,1
289325010,1
724761000006110,1
288803016,1
724781000006117,1
724791000006119,1
288807015,1
288806012,1
288944016,1
288444013,1
724841000006116,1
288550018,1
155332018,1
289270016,1
288649011,1
724881000006110,1
724891000006113,1
724901000006112,1
288390016,1
288388017,1
288391017,1
288403012,1
288393019,1
406052010,1
288582015,1
453301018,1
288408015,1
288409011,1
288410018,1
288688013,1
288702015,1
288700011,1
288931014,1
288935017,1
288459019,1
457111019,1
724311000006111,1
288465019,1
289447014,1
288380012,1
288354011,1
288382016,1
406399011,1
288387010,1
1228506017,1
724401000006116,1
724411000006118,1
724421000006114,1
288355012,1
288827019,1
288828012,1
288826011,1
288829016,1
288608011,1
289194011,1
289143016,1
289145011,1
288887017,1
403705015,1
155361017,1
288815017,1
288438014,1
1228510019,1
288872010,1
155364013,1
289159016,1
155368011,1
724621000006112,1
155370019,1
724641000006117,1
288659012,1
288942017,1
724671000006113,1
289356019,1
724681000006111,1
482537012,1
288749016,1
288748012,1
288751017,1
380146015,1
723951000006113,1
289357011,1
288823015,1
288824014,1
288822013,1
288825010,1
288607018,1
288417015,1
288474017,1
288810010,1
724051000006110,1
289191015,1
155402013,1
1228552012,1
288776016,1
288772019,1
289326011,1
288556012,1
288522018,1
288564018,1
288946019,1
289429015,1
289397014,1
289137018,1
289153015,1
155417012,1
155418019,1
289140018,1
289156011,1
289427018,1
155421017,1
482733013,1
1216488012,1
403674011,1
289369015,1
482641017,1
288548014,1
155425014,1
723541000006115,1
289319011,1
288875012,1
723571000006111,1
288518011,1
288516010,1
723601000006116,1
289423019,1
288450015,1
289574012,1
723641000006119,1
406265010,1
288437016,1
289251014,1
289259011,1
289364013,1
289360016,1
289178016,1
289181014,1
289148013,1
289150017,1
289157019,1
288857011,1
289279015,1
289203018,1
289197016,1
723801000006115,1
288832018,1
288448011,1
288439018,1
288406016,1
288434011,1
289421017,1
289217010,1
288570012,1
288473011,1
289396017,1
288614016,1
288839010,1
289329016,1
288563012,1
288517018,1
288652015,1
288655018,1
723221000006112,1
289448016,1
288671018,1
288731016,1
289131017,1
289297011,1
723281000006111,1
289199018,1
723301000006110,1
289196013,1
288404018,1
723321000006117,1
289298018,1
723341000006112,1
288471013,1
288469013,1
1228529013,1
2475984012,1
723391000006115,1
723401000006118,1
288736014,1
288723014,1
155441010,1
723441000006116,1
723451000006119,1
155444019,1
482732015,1
155446017,1
155447014,1
723501000006117,1
155449012,1
288924010,1
155452016,1
722761000006119,1
289445018,1
288930010,1
289260018,1
289242018,1
289249010,1
155457010,1
155458017,1
155459013,1
288741018,1
289389019,1
722871000006117,1
289390011,1
289388010,1
722901000006117,1
722911000006119,1
288952018,1
288922014,1
288546013,1
288532013,1
288573014,1
722961000006116,1
455404011,1
722981000006114,1
155468010,1
723001000006113,1
288840012,1
289358018,1
723031000006117,1
155473016,1
288568015,1
1228509012,1
288529010,1
288541015,1
288515014,1
288654019,1
289272012,1
1228575017,1
722341000006119,1
155477015,1
722361000006115,1
155479017,1
288641014,1
288638017,1
288635019,1
288639013,1
722421000006115,1
155483017,1
722441000006110,1
155488014,1
288675010,1
722471000006119,1
722481000006116,1
289296019,1
288858018,1
722511000006112,1
722521000006116,1
288742013,1
722541000006111,1
1228549016,1
288739019,1
288757018,1
288744014,1
155495017,1
288897014,1
288889019,1
1228523014,1
1228532011,1
289202011,1
288928013,1
155501015,1
289092013,1
289091018,1
289094014,1
155503017,1
288898016,1
289315017,1
723111000006110,1
289066018,1
288918016,1
288948018,1
289252019,1
721961000006111,1
403698016,1
288953011,1
721991000006115,1
1806421000006110,1
289132012,1
289099016,1
155517014,1
289079010,1
289096011,1
155520018,1
155521019,1
155522014,1
289084016,1
289097019,1
155525011,1
289080013,1
155529017,1
155533012,1
155534018,1
289111016,1
155536016,1
289127011,1
155537013,1
155538015,1
289124016,1
155539011,1
155540013,1
155542017,1
289122017,1
289116014,1
289128018,1
155545015,1
289088018,1
155547011,1
289121012,1
455405012,1
155550014,1
289089014,1
155552018,1
289114012,1
155553011,1
289095010,1
289107010,1
155556015,1
289110015,1
289108017,1
289115013,1
721601000006117,1
288663017,1
721621000006110,1
1228566019,1
1228565015,1
1228567011,1
288747019,1
288756010,1
289452016,1
288735013,1
721701000006112,1
155582012,1
721721000006119,1
288711015,1
289381016,1
721751000006111,1
289380015,1
482740014,1
289383018,1
289382011,1
288760013,1
288763010,1
721821000006114,1
289180010,1
155592016,1
721851000006117,1
288656017,1
721871000006110,1
721881000006113,1
1228513017,1
289430013,1
288797015,1
721091000006119,1
288720012,1
155604019,1
289362012,1
288963015,1
155607014,1
482731010,1
289349013,1
721171000006119,1
403702017,1
289345019,1
288754013,1
288919012,1
288949014,1
288594012,1
288886014,1
289432017,1
289438018,1
721271000006114,1
288841011,1
288802014,1
721291000006110,1
155624015,1
721311000006114,1
288435012,1
288433017,1
288419017,1
721351000006110,1
721361000006112,1
288505015,1
288486019,1
721391000006116,1
288811014,1
288808013,1
721421000006112,1
